time,equipment_id,temperature,vibration,status
2025-07-06 14:51:51,PUMP_002,54.8,0.1,normal
2025-07-06 14:51:51,CONV_001,35.6,0.1,normal
2025-07-06 14:51:51,ROBOT_001,48.2,1.18,normal
2025-07-06 14:53:51,MOTOR_001,58.1,5.42,normal
2025-07-06 14:53:51,MOTOR_002,49.0,5.17,normal
2025-07-06 14:53:51,PUMP_001,58.1,10.88,normal
2025-07-06 14:53:51,PUMP_002,53.7,6.13,normal
2025-07-06 14:53:51,CONV_001,38.9,1.41,normal
2025-07-06 14:53:51,ROBOT_001,49.8,2.21,normal
2025-07-06 14:55:51,MOTOR_001,65.4,0.75,normal
2025-07-06 14:55:51,MOTOR_002,60.8,3.55,normal
2025-07-06 14:55:51,PUMP_001,47.5,4.15,normal
2025-07-06 14:55:51,PUMP_002,48.3,11.6,normal
2025-07-06 14:55:51,CONV_001,34.6,1.3,normal
2025-07-06 14:55:51,ROBOT_001,64.3,1.98,warning
2025-07-06 14:57:51,MOTOR_001,58.7,5.52,normal
2025-07-06 14:57:51,MOTOR_002,51.3,0.1,normal
2025-07-06 14:57:51,PUMP_001,53.1,0.1,normal
2025-07-06 14:57:51,PUMP_002,61.5,4.16,normal
2025-07-06 14:57:51,CONV_001,43.4,1.52,normal
2025-07-06 14:57:51,ROBOT_001,41.4,0.1,normal
2025-07-06 14:59:51,MOTOR_001,57.1,0.1,normal
2025-07-06 14:59:51,MOTOR_002,52.2,2.06,normal
2025-07-06 14:59:51,PUMP_001,39.7,3.78,normal
2025-07-06 14:59:51,PUMP_002,59.5,10.68,normal
2025-07-06 14:59:51,CONV_001,32.7,1.83,normal
2025-07-06 14:59:51,ROBOT_001,41.4,3.17,normal
2025-07-06 15:01:51,MOTOR_001,47.4,0.1,normal
2025-07-06 15:01:51,MOTOR_002,63.1,6.57,normal
2025-07-06 15:01:51,PUMP_001,42.1,3.58,normal
2025-07-06 15:01:51,PUMP_002,56.9,8.79,normal
2025-07-06 15:01:51,CONV_001,35.6,3.09,normal
2025-07-06 15:01:51,ROBOT_001,52.3,0.1,normal
2025-07-06 15:03:51,MOTOR_001,55.2,5.46,normal
2025-07-06 15:03:51,MOTOR_002,49.3,0.1,normal
2025-07-06 15:03:51,PUMP_001,50.2,6.86,normal
2025-07-06 15:03:51,PUMP_002,48.0,1.94,normal
2025-07-06 15:03:51,CONV_001,40.0,0.1,normal
2025-07-06 15:03:51,ROBOT_001,39.6,0.96,normal
2025-07-06 15:05:51,MOTOR_001,54.7,1.36,normal
2025-07-06 15:05:51,MOTOR_002,49.6,0.98,normal
2025-07-06 15:05:51,PUMP_001,50.1,10.65,normal
2025-07-06 15:05:51,PUMP_002,56.4,4.72,normal
2025-07-06 15:05:51,CONV_001,40.6,0.9,normal
2025-07-06 15:05:51,ROBOT_001,40.6,0.31,normal
2025-07-06 15:07:51,MOTOR_001,64.2,3.2,normal
2025-07-06 15:07:51,MOTOR_002,48.1,7.11,normal
2025-07-06 15:07:51,PUMP_001,51.1,0.28,normal
2025-07-06 15:07:51,PUMP_002,60.6,0.1,normal
2025-07-06 15:07:51,CONV_001,28.5,1.98,normal
2025-07-06 15:07:51,ROBOT_001,53.3,0.81,normal
2025-07-06 15:09:51,MOTOR_001,54.0,1.44,normal
2025-07-06 15:09:51,MOTOR_002,64.1,2.82,normal
2025-07-06 15:09:51,PUMP_001,55.6,9.14,normal
2025-07-06 15:09:51,PUMP_002,56.4,3.99,normal
2025-07-06 15:09:51,CONV_001,41.7,0.1,normal
2025-07-06 15:09:51,ROBOT_001,42.7,0.1,normal
2025-07-06 15:11:51,MOTOR_001,58.7,3.22,normal
2025-07-06 15:11:51,MOTOR_002,50.1,0.1,normal
2025-07-06 15:11:51,PUMP_001,52.2,9.43,normal
2025-07-06 15:11:51,PUMP_002,55.4,2.13,normal
2025-07-06 15:11:51,CONV_001,51.7,2.4,normal
2025-07-06 15:11:51,ROBOT_001,43.9,0.1,normal
2025-07-06 15:13:51,MOTOR_001,56.1,0.1,normal
2025-07-06 15:13:51,MOTOR_002,55.3,6.83,normal
2025-07-06 15:13:51,PUMP_001,56.4,7.81,normal
2025-07-06 15:13:51,PUMP_002,41.5,9.87,normal
2025-07-06 15:13:51,CONV_001,46.2,0.66,normal
2025-07-06 15:13:51,ROBOT_001,41.0,1.04,normal
2025-07-06 15:15:51,MOTOR_001,53.3,1.92,normal
2025-07-06 15:15:51,MOTOR_002,46.7,2.38,normal
2025-07-06 15:15:51,PUMP_001,57.2,2.16,normal
2025-07-06 15:15:51,PUMP_002,48.5,5.89,normal
2025-07-06 15:15:51,CONV_001,35.8,2.89,normal
2025-07-06 15:15:51,ROBOT_001,44.2,2.03,normal
2025-07-06 15:17:51,MOTOR_001,60.4,1.15,normal
2025-07-06 15:17:51,MOTOR_002,55.8,2.3,normal
2025-07-06 15:17:51,PUMP_001,56.8,4.52,normal
2025-07-06 15:17:51,PUMP_002,48.4,4.08,normal
2025-07-06 15:17:51,CONV_001,47.3,3.95,normal
2025-07-06 15:17:51,ROBOT_001,61.7,5.61,warning
2025-07-06 15:19:51,MOTOR_001,54.0,1.31,normal
2025-07-06 15:19:51,MOTOR_002,54.5,5.82,normal
2025-07-06 15:19:51,PUMP_001,51.0,5.42,normal
2025-07-06 15:19:51,PUMP_002,43.1,0.1,normal
2025-07-06 15:19:51,CONV_001,42.5,0.1,normal
2025-07-06 15:19:51,ROBOT_001,46.1,2.02,normal
2025-07-06 15:21:51,MOTOR_001,47.3,3.32,normal
2025-07-06 15:21:51,MOTOR_002,47.7,6.63,normal
2025-07-06 15:21:51,PUMP_001,45.3,8.45,normal
2025-07-06 15:21:51,PUMP_002,45.6,3.4,normal
2025-07-06 15:21:51,CONV_001,34.8,0.17,normal
2025-07-06 15:21:51,ROBOT_001,54.1,4.55,normal
2025-07-06 15:23:51,MOTOR_001,67.2,3.21,normal
2025-07-06 15:23:51,MOTOR_002,46.1,4.01,normal
2025-07-06 15:23:51,PUMP_001,52.2,8.44,normal
2025-07-06 15:23:51,PUMP_002,49.4,0.1,normal
2025-07-06 15:23:51,CONV_001,32.7,0.1,normal
2025-07-06 15:23:51,ROBOT_001,43.8,4.08,normal
2025-07-06 15:25:51,MOTOR_001,67.5,0.1,warning
2025-07-06 15:25:51,MOTOR_002,55.8,0.1,normal
2025-07-06 15:25:51,PUMP_001,40.8,7.54,normal
2025-07-06 15:25:51,PUMP_002,44.2,0.1,normal
2025-07-06 15:25:51,CONV_001,34.6,3.67,normal
2025-07-06 15:25:51,ROBOT_001,35.0,1.02,normal
2025-07-06 15:27:51,MOTOR_001,65.1,1.84,normal
2025-07-06 15:27:51,MOTOR_002,51.4,1.04,normal
2025-07-06 15:27:51,PUMP_001,59.8,7.06,normal
2025-07-06 15:27:51,PUMP_002,52.9,3.95,normal
2025-07-06 15:27:51,CONV_001,48.4,0.1,normal
2025-07-06 15:27:51,ROBOT_001,41.2,2.44,normal
2025-07-06 15:29:51,MOTOR_001,53.5,0.23,normal
2025-07-06 15:29:51,MOTOR_002,57.1,0.1,normal
2025-07-06 15:29:51,PUMP_001,54.4,3.92,normal
2025-07-06 15:29:51,PUMP_002,56.0,9.98,normal
2025-07-06 15:29:51,CONV_001,38.5,0.24,normal
2025-07-06 15:29:51,ROBOT_001,46.4,1.07,normal
2025-07-06 15:31:51,MOTOR_001,53.7,5.03,normal
2025-07-06 15:31:51,MOTOR_002,50.6,2.31,normal
2025-07-06 15:31:51,PUMP_001,51.6,10.77,normal
2025-07-06 15:31:51,PUMP_002,49.8,5.83,normal
2025-07-06 15:31:51,CONV_001,40.7,4.54,normal
2025-07-06 15:31:51,ROBOT_001,51.4,5.51,warning
2025-07-06 15:33:51,MOTOR_001,58.1,5.07,normal
2025-07-06 15:33:51,MOTOR_002,44.1,0.1,normal
2025-07-06 15:33:51,PUMP_001,50.5,2.12,normal
2025-07-06 15:33:51,PUMP_002,33.6,5.95,normal
2025-07-06 15:33:51,CONV_001,47.3,2.5,normal
2025-07-06 15:33:51,ROBOT_001,38.4,0.54,normal
2025-07-06 15:35:51,MOTOR_001,48.6,0.1,normal
2025-07-06 15:35:51,MOTOR_002,46.3,4.97,normal
2025-07-06 15:35:51,PUMP_001,51.4,3.75,normal
2025-07-06 15:35:51,PUMP_002,54.3,6.27,normal
2025-07-06 15:35:51,CONV_001,28.3,0.97,normal
2025-07-06 15:35:51,ROBOT_001,45.0,0.9,normal
2025-07-06 15:37:51,MOTOR_001,55.8,3.82,normal
2025-07-06 15:37:51,MOTOR_002,60.1,3.81,normal
2025-07-06 15:37:51,PUMP_001,56.8,1.57,normal
2025-07-06 15:37:51,PUMP_002,61.9,3.16,normal
2025-07-06 15:37:51,CONV_001,47.0,5.28,normal
2025-07-06 15:37:51,ROBOT_001,49.9,1.19,normal
2025-07-06 15:39:51,MOTOR_001,61.2,4.87,normal
2025-07-06 15:39:51,MOTOR_002,60.8,8.2,normal
2025-07-06 15:39:51,PUMP_001,47.0,1.16,normal
2025-07-06 15:39:51,PUMP_002,43.9,2.76,normal
2025-07-06 15:39:51,CONV_001,26.9,1.12,normal
2025-07-06 15:39:51,ROBOT_001,48.6,3.13,normal
2025-07-06 15:41:51,MOTOR_001,54.0,7.41,normal
2025-07-06 15:41:51,MOTOR_002,59.3,4.08,normal
2025-07-06 15:41:51,PUMP_001,50.4,9.53,normal
2025-07-06 15:41:51,PUMP_002,36.3,4.62,normal
2025-07-06 15:41:51,CONV_001,43.6,1.34,normal
2025-07-06 15:41:51,ROBOT_001,40.2,2.5,normal
2025-07-06 15:43:51,MOTOR_001,64.2,3.49,normal
2025-07-06 15:43:51,MOTOR_002,57.1,0.15,normal
2025-07-06 15:43:51,PUMP_001,45.9,0.1,normal
2025-07-06 15:43:51,PUMP_002,46.9,7.98,normal
2025-07-06 15:43:51,CONV_001,43.4,3.28,normal
2025-07-06 15:43:51,ROBOT_001,39.4,0.81,normal
2025-07-06 15:45:51,MOTOR_001,61.9,4.4,normal
2025-07-06 15:45:51,MOTOR_002,52.8,6.04,normal
2025-07-06 15:45:51,PUMP_001,48.1,11.37,normal
2025-07-06 15:45:51,PUMP_002,46.3,6.03,normal
2025-07-06 15:45:51,CONV_001,34.6,0.93,normal
2025-07-06 15:45:51,ROBOT_001,50.7,2.02,normal
2025-07-06 15:47:51,MOTOR_001,57.6,0.1,normal
2025-07-06 15:47:51,MOTOR_002,56.3,0.1,normal
2025-07-06 15:47:51,PUMP_001,55.5,0.1,normal
2025-07-06 15:47:51,PUMP_002,57.6,10.94,normal
2025-07-06 15:47:51,CONV_001,47.1,3.55,normal
2025-07-06 15:47:51,ROBOT_001,49.6,0.1,normal
2025-07-06 15:49:51,MOTOR_001,57.9,0.1,normal
2025-07-06 15:49:51,MOTOR_002,58.1,4.13,normal
2025-07-06 15:49:51,PUMP_001,53.3,0.1,normal
2025-07-06 15:49:51,PUMP_002,69.9,2.65,warning
2025-07-06 15:49:51,CONV_001,37.1,3.93,normal
2025-07-06 15:49:51,ROBOT_001,68.2,3.13,critical
2025-07-06 15:51:51,MOTOR_001,49.3,0.77,normal
2025-07-06 15:51:51,MOTOR_002,54.2,3.44,normal
2025-07-06 15:51:51,PUMP_001,47.1,8.62,normal
2025-07-06 15:51:51,PUMP_002,59.3,0.1,normal
2025-07-06 15:51:51,CONV_001,31.6,3.65,normal
2025-07-06 15:51:51,ROBOT_001,53.5,0.42,normal
2025-07-06 15:53:51,MOTOR_001,61.6,4.11,normal
2025-07-06 15:53:51,MOTOR_002,45.0,5.81,normal
2025-07-06 15:53:51,PUMP_001,51.1,9.45,normal
2025-07-06 15:53:51,PUMP_002,41.2,6.73,normal
2025-07-06 15:53:51,CONV_001,31.0,3.23,normal
2025-07-06 15:53:51,ROBOT_001,45.4,4.05,normal
2025-07-06 15:55:51,MOTOR_001,45.9,2.68,normal
2025-07-06 15:55:51,MOTOR_002,46.5,2.66,normal
2025-07-06 15:55:51,PUMP_001,49.3,0.7,normal
2025-07-06 15:55:51,PUMP_002,57.0,1.89,normal
2025-07-06 15:55:51,CONV_001,44.1,0.68,normal
2025-07-06 15:55:51,ROBOT_001,40.2,2.81,normal
2025-07-06 15:57:51,MOTOR_001,54.0,3.39,normal
2025-07-06 15:57:51,MOTOR_002,60.7,3.68,normal
2025-07-06 15:57:51,PUMP_001,59.4,3.61,normal
2025-07-06 15:57:51,PUMP_002,59.8,7.61,normal
2025-07-06 15:57:51,CONV_001,35.7,1.7,normal
2025-07-06 15:57:51,ROBOT_001,44.0,1.0,normal
2025-07-06 15:59:51,MOTOR_001,62.3,0.1,normal
2025-07-06 15:59:51,MOTOR_002,51.6,3.68,normal
2025-07-06 15:59:51,PUMP_001,46.7,4.76,normal
2025-07-06 15:59:51,PUMP_002,57.8,9.64,normal
2025-07-06 15:59:51,CONV_001,36.7,1.94,normal
2025-07-06 15:59:51,ROBOT_001,59.8,0.72,warning
2025-07-06 16:01:51,MOTOR_001,52.9,8.03,normal
2025-07-06 16:01:51,MOTOR_002,70.1,2.4,warning
2025-07-06 16:01:51,PUMP_001,62.6,8.67,normal
2025-07-06 16:01:51,PUMP_002,53.7,5.31,normal
2025-07-06 16:01:51,CONV_001,37.2,2.18,normal
2025-07-06 16:01:51,ROBOT_001,37.9,0.1,normal
2025-07-06 16:03:51,MOTOR_001,59.4,0.68,normal
2025-07-06 16:03:51,MOTOR_002,66.9,1.15,normal
2025-07-06 16:03:51,PUMP_001,49.9,1.17,normal
2025-07-06 16:03:51,PUMP_002,44.9,9.72,normal
2025-07-06 16:03:51,CONV_001,36.4,0.1,normal
2025-07-06 16:03:51,ROBOT_001,46.3,1.5,normal
2025-07-06 16:05:51,MOTOR_001,55.7,3.87,normal
2025-07-06 16:05:51,MOTOR_002,58.1,6.26,normal
2025-07-06 16:05:51,PUMP_001,55.0,0.1,normal
2025-07-06 16:05:51,PUMP_002,50.5,0.91,normal
2025-07-06 16:05:51,CONV_001,44.6,0.1,normal
2025-07-06 16:05:51,ROBOT_001,36.3,0.94,normal
2025-07-06 16:07:51,MOTOR_001,63.1,3.13,normal
2025-07-06 16:07:51,MOTOR_002,65.1,4.94,normal
2025-07-06 16:07:51,PUMP_001,48.1,5.38,normal
2025-07-06 16:07:51,PUMP_002,46.8,8.11,normal
2025-07-06 16:07:51,CONV_001,27.8,3.75,normal
2025-07-06 16:07:51,ROBOT_001,45.1,0.77,normal
2025-07-06 16:09:51,MOTOR_001,51.2,1.31,normal
2025-07-06 16:09:51,MOTOR_002,62.1,0.1,normal
2025-07-06 16:09:51,PUMP_001,52.1,6.51,normal
2025-07-06 16:09:51,PUMP_002,45.2,3.6,normal
2025-07-06 16:09:51,CONV_001,25.5,0.1,normal
2025-07-06 16:09:51,ROBOT_001,33.8,1.09,normal
2025-07-06 16:11:51,MOTOR_001,74.4,0.12,warning
2025-07-06 16:11:51,MOTOR_002,51.2,9.6,normal
2025-07-06 16:11:51,PUMP_001,48.6,3.57,normal
2025-07-06 16:11:51,PUMP_002,46.2,0.1,normal
2025-07-06 16:11:51,CONV_001,36.6,0.1,normal
2025-07-06 16:11:51,ROBOT_001,41.3,1.21,normal
2025-07-06 16:13:51,MOTOR_001,64.2,3.23,normal
2025-07-06 16:13:51,MOTOR_002,54.6,0.1,normal
2025-07-06 16:13:51,PUMP_001,55.0,9.95,normal
2025-07-06 16:13:51,PUMP_002,37.4,5.99,normal
2025-07-06 16:13:51,CONV_001,46.8,4.21,normal
2025-07-06 16:13:51,ROBOT_001,35.4,3.18,normal
2025-07-06 16:15:51,MOTOR_001,56.1,0.48,normal
2025-07-06 16:15:51,MOTOR_002,55.8,1.5,normal
2025-07-06 16:15:51,PUMP_001,59.4,0.1,normal
2025-07-06 16:15:51,PUMP_002,50.0,6.92,normal
2025-07-06 16:15:51,CONV_001,50.8,0.54,normal
2025-07-06 16:15:51,ROBOT_001,43.4,2.54,normal
2025-07-06 16:17:51,MOTOR_001,63.7,4.93,normal
2025-07-06 16:17:51,MOTOR_002,56.3,2.41,normal
2025-07-06 16:17:51,PUMP_001,54.4,2.13,normal
2025-07-06 16:17:51,PUMP_002,47.2,2.17,normal
2025-07-06 16:17:51,CONV_001,37.2,1.48,normal
2025-07-06 16:17:51,ROBOT_001,49.0,1.38,normal
2025-07-06 16:19:51,MOTOR_001,64.0,2.93,normal
2025-07-06 16:19:51,MOTOR_002,55.3,0.55,normal
2025-07-06 16:19:51,PUMP_001,55.4,12.18,normal
2025-07-06 16:19:51,PUMP_002,48.1,4.86,normal
2025-07-06 16:19:51,CONV_001,51.2,2.34,normal
2025-07-06 16:19:51,ROBOT_001,51.3,0.48,normal
2025-07-06 16:21:51,MOTOR_001,54.7,1.41,normal
2025-07-06 16:21:51,MOTOR_002,57.7,6.99,normal
2025-07-06 16:21:51,PUMP_001,42.7,7.61,normal
2025-07-06 16:21:51,PUMP_002,48.2,6.34,normal
2025-07-06 16:21:51,CONV_001,52.1,0.1,normal
2025-07-06 16:21:51,ROBOT_001,46.0,4.26,normal
2025-07-06 16:23:51,MOTOR_001,52.2,3.88,normal
2025-07-06 16:23:51,MOTOR_002,58.2,1.02,normal
2025-07-06 16:23:51,PUMP_001,57.7,10.21,normal
2025-07-06 16:23:51,PUMP_002,45.4,0.1,normal
2025-07-06 16:23:51,CONV_001,27.6,0.1,normal
2025-07-06 16:23:51,ROBOT_001,37.5,2.64,normal
2025-07-06 16:25:51,MOTOR_001,53.0,2.8,normal
2025-07-06 16:25:51,MOTOR_002,57.9,0.1,normal
2025-07-06 16:25:51,PUMP_001,54.8,10.94,normal
2025-07-06 16:25:51,PUMP_002,44.1,3.18,normal
2025-07-06 16:25:51,CONV_001,43.2,1.53,normal
2025-07-06 16:25:51,ROBOT_001,52.4,0.1,normal
2025-07-06 16:27:51,MOTOR_001,51.4,4.6,normal
2025-07-06 16:27:51,MOTOR_002,61.2,0.1,normal
2025-07-06 16:27:51,PUMP_001,46.9,3.3,normal
2025-07-06 16:27:51,PUMP_002,49.4,6.07,normal
2025-07-06 16:27:51,CONV_001,36.7,8.99,critical
2025-07-06 16:27:51,ROBOT_001,40.3,0.93,normal
2025-07-06 16:29:51,MOTOR_001,42.1,6.09,normal
2025-07-06 16:29:51,MOTOR_002,56.0,2.12,normal
2025-07-06 16:29:51,PUMP_001,57.4,6.86,normal
2025-07-06 16:29:51,PUMP_002,49.9,0.21,normal
2025-07-06 16:29:51,CONV_001,37.3,0.1,normal
2025-07-06 16:29:51,ROBOT_001,46.2,0.1,normal
2025-07-06 16:31:51,MOTOR_001,59.8,3.72,normal
2025-07-06 16:31:51,MOTOR_002,56.8,4.24,normal
2025-07-06 16:31:51,PUMP_001,46.7,1.48,normal
2025-07-06 16:31:51,PUMP_002,49.7,4.32,normal
2025-07-06 16:31:51,CONV_001,32.3,0.1,normal
2025-07-06 16:31:51,ROBOT_001,47.5,0.43,normal
2025-07-06 16:33:51,MOTOR_001,60.0,0.1,normal
2025-07-06 16:33:51,MOTOR_002,55.6,6.74,normal
2025-07-06 16:33:51,PUMP_001,44.4,4.01,normal
2025-07-06 16:33:51,PUMP_002,39.4,1.21,normal
2025-07-06 16:33:51,CONV_001,32.7,0.1,normal
2025-07-06 16:33:51,ROBOT_001,43.7,1.96,normal
2025-07-06 16:35:51,MOTOR_001,53.8,2.55,normal
2025-07-06 16:35:51,MOTOR_002,64.1,6.2,normal
2025-07-06 16:35:51,PUMP_001,45.2,1.97,normal
2025-07-06 16:35:51,PUMP_002,49.1,0.35,normal
2025-07-06 16:35:51,CONV_001,35.2,1.15,normal
2025-07-06 16:35:51,ROBOT_001,51.7,2.77,normal
2025-07-06 16:37:51,MOTOR_001,56.3,0.1,normal
2025-07-06 16:37:51,MOTOR_002,52.2,5.76,normal
2025-07-06 16:37:51,PUMP_001,40.8,4.35,normal
2025-07-06 16:37:51,PUMP_002,55.2,7.06,normal
2025-07-06 16:37:51,CONV_001,37.2,0.1,normal
2025-07-06 16:37:51,ROBOT_001,50.0,2.15,normal
2025-07-06 16:39:51,MOTOR_001,48.3,4.72,normal
2025-07-06 16:39:51,MOTOR_002,51.9,0.1,normal
2025-07-06 16:39:51,PUMP_001,52.5,4.47,normal
2025-07-06 16:39:51,PUMP_002,54.2,2.35,normal
2025-07-06 16:39:51,CONV_001,40.5,0.1,normal
2025-07-06 16:39:51,ROBOT_001,45.1,0.63,normal
2025-07-06 16:41:51,MOTOR_001,61.0,1.47,normal
2025-07-06 16:41:51,MOTOR_002,48.5,1.19,normal
2025-07-06 16:41:51,PUMP_001,43.1,2.78,normal
2025-07-06 16:41:51,PUMP_002,44.3,0.1,normal
2025-07-06 16:41:51,CONV_001,44.2,0.1,normal
2025-07-06 16:41:51,ROBOT_001,40.5,0.1,normal
2025-07-06 16:43:51,MOTOR_001,57.5,0.8,normal
2025-07-06 16:43:51,MOTOR_002,56.5,0.1,normal
2025-07-06 16:43:51,PUMP_001,47.2,0.1,normal
2025-07-06 16:43:51,PUMP_002,59.0,3.06,normal
2025-07-06 16:43:51,CONV_001,45.8,3.15,normal
2025-07-06 16:43:51,ROBOT_001,50.4,0.28,normal
2025-07-06 16:45:51,MOTOR_001,50.5,1.17,normal
