time,line_id,equipment_id,cycle_time,throughput,efficiency_score,energy_consumption,downtime_duration,defect_rate
2025-06-29 22:31:37,Line 2,ROBOT_002,72.4,23.3,48.5,7.88,0,6.05
2025-06-29 22:46:37,Line 1,MOTOR_001,100.3,15.8,40.5,9.42,0,5.59
2025-06-29 22:46:37,Line 1,MOTOR_002,94.5,12.4,43.7,7.7,0,6.34
2025-06-29 22:46:37,Line 1,PUMP_001,94.2,13.8,37.0,8.86,0,6.58
2025-06-29 22:46:37,Line 1,CONV_001,70.2,12.8,41.3,7.83,0,6.67
2025-06-29 22:46:37,Line 1,ROBOT_001,76.2,13.3,43.6,8.36,0,5.14
2025-06-29 22:46:37,Line 2,PUMP_002,76.1,10.5,41.2,7.17,0,6.47
2025-06-29 22:46:37,Line 2,CONV_002,83.9,10.5,45.8,8.55,0,4.67
2025-06-29 22:46:37,Line 2,ROBOT_002,79.7,10.4,47.8,8.51,0,5.3
2025-06-29 23:01:37,Line 1,MOTOR_001,78.1,27.7,38.8,9.97,0,6.22
2025-06-29 23:01:37,Line 1,MOTOR_002,87.4,22.7,37.9,8.3,0,7.03
2025-06-29 23:01:37,Line 1,PUMP_001,70.2,20.0,40.3,8.08,0.3,5.83
2025-06-29 23:01:37,Line 1,CONV_001,85.3,23.2,43.8,8.54,0,4.91
2025-06-29 23:01:37,Line 1,ROBOT_001,95.6,24.0,39.4,8.59,0,6.71
2025-06-29 23:01:37,Line 2,PUMP_002,84.4,17.2,36.4,8.46,0,6.6
2025-06-29 23:01:37,Line 2,CONV_002,96.9,19.3,36.6,8.64,0,7.22
2025-06-29 23:01:37,Line 2,ROBOT_002,89.2,16.8,33.1,8.29,0,6.97
2025-06-29 23:16:37,Line 1,MOTOR_001,86.4,21.1,35.4,9.99,0,6.06
2025-06-29 23:16:37,Line 1,MOTOR_002,93.7,31.6,30.2,8.91,0,7.4
2025-06-29 23:16:37,Line 1,PUMP_001,108.0,26.1,35.8,9.04,0,7.34
2025-06-29 23:16:37,Line 1,CONV_001,82.5,29.3,32.1,9.87,0,6.77
2025-06-29 23:16:37,Line 1,ROBOT_001,92.0,28.1,30.6,8.43,0,6.92
2025-06-29 23:16:37,Line 2,PUMP_002,96.8,14.4,50.9,7.69,1.2,4.95
2025-06-29 23:16:37,Line 2,CONV_002,91.7,12.2,51.9,8.52,1.0,4.51
2025-06-29 23:16:37,Line 2,ROBOT_002,87.0,13.9,52.3,8.47,0,5.3
2025-06-29 23:31:37,Line 1,MOTOR_001,93.0,24.1,43.1,8.96,0,6.42
2025-06-29 23:31:37,Line 1,MOTOR_002,105.2,21.6,44.9,9.7,0,5.47
2025-06-29 23:31:37,Line 1,PUMP_001,82.9,29.9,38.6,9.35,0.6,5.39
2025-06-29 23:31:37,Line 1,CONV_001,80.2,23.9,44.7,10.03,0,6.12
2025-06-29 23:31:37,Line 1,ROBOT_001,93.4,22.1,37.9,9.29,0,6.83
2025-06-29 23:31:37,Line 2,PUMP_002,90.6,16.7,44.7,8.64,0,5.47
2025-06-29 23:31:37,Line 2,CONV_002,92.3,17.8,45.9,8.6,0,4.6
2025-06-29 23:31:37,Line 2,ROBOT_002,84.9,16.6,47.7,9.08,0,5.68
2025-06-29 23:46:37,Line 1,MOTOR_001,95.8,19.5,35.8,8.05,0,5.75
2025-06-29 23:46:37,Line 1,MOTOR_002,94.1,16.1,40.8,8.09,0,6.73
2025-06-29 23:46:37,Line 1,PUMP_001,92.0,15.1,40.9,8.21,0,5.98
2025-06-29 23:46:37,Line 1,CONV_001,102.9,15.3,41.9,9.73,0,5.22
2025-06-29 23:46:37,Line 1,ROBOT_001,102.3,19.9,39.2,9.31,0,6.95
2025-06-29 23:46:37,Line 2,PUMP_002,100.8,26.1,35.3,8.94,0,5.79
2025-06-29 23:46:37,Line 2,CONV_002,79.7,30.6,32.5,9.27,0,5.88
2025-06-29 23:46:37,Line 2,ROBOT_002,85.9,25.3,35.3,8.34,0,6.79
2025-06-30 00:01:37,Line 1,MOTOR_001,75.6,47.1,64.7,10.37,0,3.15
2025-06-30 00:01:37,Line 1,MOTOR_002,84.1,42.3,60.7,9.13,0,3.89
2025-06-30 00:01:37,Line 1,PUMP_001,56.1,56.9,58.4,10.56,0,3.78
2025-06-30 00:01:37,Line 1,CONV_001,74.8,46.7,61.0,10.32,0,3.9
2025-06-30 00:01:37,Line 1,ROBOT_001,74.6,49.7,60.0,9.92,0,3.83
2025-06-30 00:01:37,Line 2,PUMP_002,62.2,50.2,76.8,9.02,0,2.9
2025-06-30 00:01:37,Line 2,CONV_002,72.0,52.9,79.7,10.97,0,2.83
2025-06-30 00:01:37,Line 2,ROBOT_002,62.0,58.7,77.2,10.65,0,1.61
2025-06-30 00:16:37,Line 1,MOTOR_001,64.8,53.0,64.2,11.6,1.3,4.07
2025-06-30 00:16:37,Line 1,MOTOR_002,76.2,56.4,66.3,9.87,0.5,3.63
2025-06-30 00:16:37,Line 1,PUMP_001,50.4,43.1,73.7,10.67,0,3.54
2025-06-30 00:16:37,Line 1,CONV_001,55.4,60.7,76.3,11.79,0,2.73
2025-06-30 00:16:37,Line 1,ROBOT_001,60.8,60.2,76.7,11.67,0.0,2.61
2025-06-30 00:16:37,Line 2,PUMP_002,49.1,64.1,78.1,11.03,0,1.53
2025-06-30 00:16:37,Line 2,CONV_002,50.4,57.7,70.2,10.07,0,2.23
2025-06-30 00:16:37,Line 2,ROBOT_002,52.8,65.6,77.2,11.25,0,3.13
2025-06-30 00:31:37,Line 1,MOTOR_001,68.2,66.6,78.2,12.21,0,1.9
2025-06-30 00:31:37,Line 1,MOTOR_002,72.2,59.0,73.3,11.53,0,2.19
2025-06-30 00:31:37,Line 1,PUMP_001,54.3,68.9,71.8,10.94,0,2.02
2025-06-30 00:31:37,Line 1,CONV_001,74.5,54.6,73.3,11.32,0,1.73
2025-06-30 00:31:37,Line 1,ROBOT_001,59.3,58.9,72.4,10.9,0,3.52
2025-06-30 00:31:37,Line 2,PUMP_002,66.5,45.2,60.8,10.18,0,4.61
2025-06-30 00:31:37,Line 2,CONV_002,59.4,47.2,60.1,10.31,0,3.91
2025-06-30 00:31:37,Line 2,ROBOT_002,61.9,43.0,67.6,9.97,0,3.28
2025-06-30 00:46:37,Line 1,MOTOR_001,64.1,44.6,68.6,10.66,0,4.14
2025-06-30 00:46:37,Line 1,MOTOR_002,79.1,55.9,67.0,10.04,0,3.89
2025-06-30 00:46:37,Line 1,PUMP_001,60.6,55.8,66.8,11.55,0,2.9
2025-06-30 00:46:37,Line 1,CONV_001,67.4,61.1,67.4,11.24,0,4.03
2025-06-30 00:46:37,Line 1,ROBOT_001,71.6,53.5,65.9,10.61,0,4.22
2025-06-30 00:46:37,Line 2,PUMP_002,50.7,71.1,66.8,11.64,0,3.73
2025-06-30 00:46:37,Line 2,CONV_002,74.4,70.6,75.9,10.68,0,2.13
2025-06-30 00:46:37,Line 2,ROBOT_002,56.1,55.2,78.6,9.47,0,1.39
2025-06-30 01:01:37,Line 1,MOTOR_001,58.7,56.6,75.9,11.16,0,3.18
2025-06-30 01:01:37,Line 1,MOTOR_002,63.8,47.6,74.6,9.62,0,2.39
2025-06-30 01:01:37,Line 1,PUMP_001,49.1,41.0,72.8,9.46,0,2.13
2025-06-30 01:01:37,Line 1,CONV_001,60.7,58.3,75.7,10.75,0,2.53
2025-06-30 01:01:37,Line 1,ROBOT_001,63.1,53.5,71.4,10.38,0,3.09
2025-06-30 01:01:37,Line 2,PUMP_002,80.5,50.9,60.5,9.2,0,3.78
2025-06-30 01:01:37,Line 2,CONV_002,74.6,47.3,63.5,10.01,0,2.98
2025-06-30 01:01:37,Line 2,ROBOT_002,72.8,41.6,66.9,9.89,0,2.43
2025-06-30 01:16:37,Line 1,MOTOR_001,69.1,67.8,59.8,12.32,0,3.49
2025-06-30 01:16:37,Line 1,MOTOR_002,83.9,72.4,71.7,11.89,0,2.39
2025-06-30 01:16:37,Line 1,PUMP_001,68.6,80.5,62.9,12.83,0,3.17
2025-06-30 01:16:37,Line 1,CONV_001,68.4,78.1,64.1,11.26,0,3.48
2025-06-30 01:16:37,Line 1,ROBOT_001,57.8,81.1,59.0,12.93,0,3.42
2025-06-30 01:16:37,Line 2,PUMP_002,58.1,55.0,67.8,9.45,0,2.85
2025-06-30 01:16:37,Line 2,CONV_002,60.6,46.2,66.5,9.07,0,3.5
2025-06-30 01:16:37,Line 2,ROBOT_002,77.6,50.1,66.5,10.6,0,3.31
2025-06-30 01:31:37,Line 1,MOTOR_001,49.5,62.4,68.4,10.12,0,3.54
2025-06-30 01:31:37,Line 1,MOTOR_002,75.9,58.6,75.6,11.42,0,2.41
2025-06-30 01:31:37,Line 1,PUMP_001,68.2,50.4,75.3,11.31,0,3.31
2025-06-30 01:31:37,Line 1,CONV_001,67.6,57.2,65.8,11.48,0,3.99
2025-06-30 01:31:37,Line 1,ROBOT_001,62.1,58.2,65.4,10.89,0,3.37
2025-06-30 01:31:37,Line 2,PUMP_002,71.7,68.4,70.8,11.07,0,3.82
2025-06-30 01:31:37,Line 2,CONV_002,55.8,74.6,66.8,11.56,0,2.43
2025-06-30 01:31:37,Line 2,ROBOT_002,53.6,58.5,60.7,11.34,0,3.53
2025-06-30 01:46:37,Line 1,MOTOR_001,63.7,55.8,79.6,11.23,0,1.45
2025-06-30 01:46:37,Line 1,MOTOR_002,68.5,66.8,82.3,11.43,0,1.2
2025-06-30 01:46:37,Line 1,PUMP_001,50.4,65.1,85.3,11.42,0,1.09
2025-06-30 01:46:37,Line 1,CONV_001,44.5,66.8,80.4,10.65,0,2.69
2025-06-30 01:46:37,Line 1,ROBOT_001,68.7,62.7,75.3,11.35,0,2.18
2025-06-30 01:46:37,Line 2,PUMP_002,61.7,53.5,67.3,9.88,0,3.49
2025-06-30 01:46:37,Line 2,CONV_002,74.5,46.2,63.9,9.34,0,4.19
2025-06-30 01:46:37,Line 2,ROBOT_002,64.5,49.1,59.5,9.71,0,4.02
2025-06-30 02:01:37,Line 1,MOTOR_001,51.6,57.2,83.1,10.07,0,1.98
2025-06-30 02:01:37,Line 1,MOTOR_002,57.8,50.4,82.0,10.33,0,1.9
2025-06-30 02:01:37,Line 1,PUMP_001,53.3,46.3,77.1,10.17,0,2.85
2025-06-30 02:01:37,Line 1,CONV_001,55.3,56.9,70.1,11.38,0,2.28
2025-06-30 02:01:37,Line 1,ROBOT_001,59.0,44.9,82.8,10.24,0,1.42
2025-06-30 02:01:37,Line 2,PUMP_002,71.6,42.8,65.9,10.33,0,2.43
2025-06-30 02:01:37,Line 2,CONV_002,67.4,40.7,73.6,8.72,0,3.16
2025-06-30 02:01:37,Line 2,ROBOT_002,70.0,47.0,64.7,9.06,0,3.92
2025-06-30 02:16:37,Line 1,MOTOR_001,69.8,61.6,77.6,10.49,0,2.5
2025-06-30 02:16:37,Line 1,MOTOR_002,58.4,58.9,73.1,11.64,0,2.35
2025-06-30 02:16:37,Line 1,PUMP_001,52.7,59.6,78.0,11.0,0,1.68
2025-06-30 02:16:37,Line 1,CONV_001,61.5,61.7,74.8,11.6,0,3.01
2025-06-30 02:16:37,Line 1,ROBOT_001,48.1,57.7,78.9,11.58,0.8,1.89
2025-06-30 02:16:37,Line 2,PUMP_002,63.3,59.3,68.0,10.58,0,3.94
2025-06-30 02:16:37,Line 2,CONV_002,67.9,51.8,80.8,10.66,0,1.54
2025-06-30 02:16:37,Line 2,ROBOT_002,52.6,43.9,79.1,9.41,0,1.13
2025-06-30 02:31:37,Line 1,MOTOR_001,63.9,41.6,58.3,9.15,0.4,4.39
2025-06-30 02:31:37,Line 1,MOTOR_002,77.1,41.6,67.4,10.66,0,4.08
2025-06-30 02:31:37,Line 1,PUMP_001,79.4,39.4,57.1,10.04,0,3.55
2025-06-30 02:31:37,Line 1,CONV_001,85.2,58.2,59.7,10.7,0,4.13
2025-06-30 02:31:37,Line 1,ROBOT_001,82.0,46.8,66.9,10.36,0.2,2.49
2025-06-30 02:31:37,Line 2,PUMP_002,51.3,36.9,73.0,9.41,0,3.37
2025-06-30 02:31:37,Line 2,CONV_002,60.3,33.1,65.3,9.39,0,3.15
2025-06-30 02:31:37,Line 2,ROBOT_002,59.8,42.0,74.4,8.67,0,2.16
2025-06-30 02:46:37,Line 1,MOTOR_001,53.5,56.4,71.5,11.57,0,2.93
2025-06-30 02:46:37,Line 1,MOTOR_002,61.0,45.8,70.5,9.61,0,2.18
2025-06-30 02:46:37,Line 1,PUMP_001,75.1,44.7,70.5,10.95,0,3.31
2025-06-30 02:46:37,Line 1,CONV_001,60.7,56.8,72.3,11.02,0,3.65
2025-06-30 02:46:37,Line 1,ROBOT_001,53.3,49.6,73.1,11.05,0,2.98
2025-06-30 02:46:37,Line 2,PUMP_002,75.5,57.3,73.5,9.61,0,1.87
2025-06-30 02:46:37,Line 2,CONV_002,60.3,52.7,76.1,10.48,0.1,1.94
2025-06-30 02:46:37,Line 2,ROBOT_002,50.7,63.5,65.9,11.61,0,2.62
2025-06-30 03:01:37,Line 1,MOTOR_001,79.4,37.3,60.9,8.87,0,4.66
2025-06-30 03:01:37,Line 1,MOTOR_002,80.1,47.2,70.6,11.26,0,3.17
2025-06-30 03:01:37,Line 1,PUMP_001,58.0,43.7,66.2,10.11,0,2.76
2025-06-30 03:01:37,Line 1,CONV_001,66.9,35.8,64.6,10.15,0,3.48
2025-06-30 03:01:37,Line 1,ROBOT_001,58.9,35.0,63.3,10.16,0,2.81
2025-06-30 03:01:37,Line 2,PUMP_002,48.5,65.2,68.3,10.13,0,2.79
2025-06-30 03:01:37,Line 2,CONV_002,67.6,55.1,73.3,10.99,0,1.79
2025-06-30 03:01:37,Line 2,ROBOT_002,50.0,66.2,81.5,11.19,0,1.16
2025-06-30 03:16:37,Line 1,MOTOR_001,67.7,71.1,59.8,11.42,0,4.05
2025-06-30 03:16:37,Line 1,MOTOR_002,79.8,62.8,56.3,10.67,0,3.78
2025-06-30 03:16:37,Line 1,PUMP_001,69.4,70.8,56.7,10.78,0,5.01
2025-06-30 03:16:37,Line 1,CONV_001,59.9,83.2,67.2,11.23,0,2.31
2025-06-30 03:16:37,Line 1,ROBOT_001,56.9,63.0,66.9,11.42,0.3,3.28
2025-06-30 03:16:37,Line 2,PUMP_002,59.0,62.0,71.4,10.41,0,1.89
2025-06-30 03:16:37,Line 2,CONV_002,62.5,61.4,68.6,10.07,0,2.5
2025-06-30 03:16:37,Line 2,ROBOT_002,63.3,45.9,64.0,10.04,0,3.89
2025-06-30 03:31:37,Line 1,MOTOR_001,73.6,56.1,71.5,10.2,0,3.04
2025-06-30 03:31:37,Line 1,MOTOR_002,71.1,56.3,63.9,10.04,0,2.93
2025-06-30 03:31:37,Line 1,PUMP_001,51.0,48.6,69.0,10.44,0,3.31
2025-06-30 03:31:37,Line 1,CONV_001,77.3,43.2,75.6,11.01,0,2.48
2025-06-30 03:31:37,Line 1,ROBOT_001,61.4,44.7,65.9,11.21,0,4.4
2025-06-30 03:31:37,Line 2,PUMP_002,72.3,67.5,65.5,11.56,0,3.32
2025-06-30 03:31:37,Line 2,CONV_002,50.8,64.5,67.6,10.75,0,3.0
2025-06-30 03:31:37,Line 2,ROBOT_002,76.2,73.8,68.7,11.7,0,3.88
2025-06-30 03:46:37,Line 1,MOTOR_001,52.1,61.3,74.9,10.84,0,3.03
2025-06-30 03:46:37,Line 1,MOTOR_002,65.9,58.0,73.0,10.44,0,2.58
2025-06-30 03:46:37,Line 1,PUMP_001,69.9,54.7,78.8,10.93,0,1.27
2025-06-30 03:46:37,Line 1,CONV_001,69.8,48.3,75.0,11.24,0,3.47
2025-06-30 03:46:37,Line 1,ROBOT_001,54.0,57.4,82.9,10.09,0,2.57
2025-06-30 03:46:37,Line 2,PUMP_002,63.5,39.8,79.3,9.62,0,2.81
2025-06-30 03:46:37,Line 2,CONV_002,61.6,39.5,85.6,10.36,0,1.05
2025-06-30 03:46:37,Line 2,ROBOT_002,49.2,38.5,79.4,9.03,0,2.84
2025-06-30 04:01:37,Line 1,MOTOR_001,54.7,40.6,75.3,10.5,0,3.21
2025-06-30 04:01:37,Line 1,MOTOR_002,60.8,37.8,78.5,10.08,0,1.32
2025-06-30 04:01:37,Line 1,PUMP_001,60.7,45.0,69.5,10.04,0,3.86
2025-06-30 04:01:37,Line 1,CONV_001,70.8,37.8,72.4,10.01,0,2.14
2025-06-30 04:01:37,Line 1,ROBOT_001,58.7,45.6,79.0,11.23,0,2.75
2025-06-30 04:01:37,Line 2,PUMP_002,61.7,65.9,72.1,10.52,1.0,3.09
2025-06-30 04:01:37,Line 2,CONV_002,57.6,46.1,75.1,10.03,0,1.88
2025-06-30 04:01:37,Line 2,ROBOT_002,63.4,48.8,78.3,9.62,0.7,2.07
2025-06-30 04:16:37,Line 1,MOTOR_001,79.3,51.4,56.9,10.99,1.5,4.19
2025-06-30 04:16:37,Line 1,MOTOR_002,75.7,48.0,60.5,11.07,0,4.24
2025-06-30 04:16:37,Line 1,PUMP_001,84.3,51.9,61.9,10.81,0,4.35
2025-06-30 04:16:37,Line 1,CONV_001,85.6,40.7,58.1,10.1,0,5.08
2025-06-30 04:16:37,Line 1,ROBOT_001,63.1,46.7,57.3,10.39,0,3.89
2025-06-30 04:16:37,Line 2,PUMP_002,79.2,44.1,71.2,10.59,0,2.38
2025-06-30 04:16:37,Line 2,CONV_002,63.3,52.0,69.1,10.28,0,2.4
2025-06-30 04:16:37,Line 2,ROBOT_002,58.9,47.4,63.9,10.01,0,3.22
2025-06-30 04:31:37,Line 1,MOTOR_001,52.8,37.8,77.8,9.28,0.5,1.35
2025-06-30 04:31:37,Line 1,MOTOR_002,59.0,36.3,80.8,10.11,0,2.23
2025-06-30 04:31:37,Line 1,PUMP_001,60.4,47.6,72.0,10.92,0,2.79
2025-06-30 04:31:37,Line 1,CONV_001,60.2,50.3,84.1,9.55,0,2.15
2025-06-30 04:31:37,Line 1,ROBOT_001,55.0,50.5,83.5,9.75,0,0.76
2025-06-30 04:31:37,Line 2,PUMP_002,53.6,59.0,65.0,10.67,0,2.6
2025-06-30 04:31:37,Line 2,CONV_002,72.6,51.3,67.3,10.57,1.1,2.61
2025-06-30 04:31:37,Line 2,ROBOT_002,61.7,66.1,61.8,10.43,0,2.87
2025-06-30 04:46:37,Line 1,MOTOR_001,63.8,36.0,65.2,9.28,0,2.61
2025-06-30 04:46:37,Line 1,MOTOR_002,52.9,39.4,75.8,9.02,0,3.38
2025-06-30 04:46:37,Line 1,PUMP_001,57.0,37.3,63.9,9.0,0,3.95
2025-06-30 04:46:37,Line 1,CONV_001,57.2,38.8,64.1,10.91,0,3.34
2025-06-30 04:46:37,Line 1,ROBOT_001,56.3,42.6,72.8,9.74,0,3.13
2025-06-30 04:46:37,Line 2,PUMP_002,86.8,50.7,67.5,10.05,0.5,4.21
2025-06-30 04:46:37,Line 2,CONV_002,67.0,47.6,68.5,9.79,0,2.93
2025-06-30 04:46:37,Line 2,ROBOT_002,81.5,59.6,62.7,10.31,0,3.61
2025-06-30 05:01:37,Line 1,MOTOR_001,75.2,42.6,70.3,9.72,0,2.07
2025-06-30 05:01:37,Line 1,MOTOR_002,71.4,52.8,65.5,10.6,0,2.73
2025-06-30 05:01:37,Line 1,PUMP_001,81.4,42.1,66.9,10.75,0,3.85
2025-06-30 05:01:37,Line 1,CONV_001,79.0,41.0,63.1,9.64,0,3.36
2025-06-30 05:01:37,Line 1,ROBOT_001,65.9,43.6,66.7,10.23,0,3.88
2025-06-30 05:01:37,Line 2,PUMP_002,81.8,50.2,72.0,9.62,0,2.09
2025-06-30 05:01:37,Line 2,CONV_002,62.7,51.6,70.5,9.4,0,2.67
2025-06-30 05:01:37,Line 2,ROBOT_002,77.8,49.6,72.1,10.9,1.2,3.49
2025-06-30 05:16:37,Line 1,MOTOR_001,69.0,75.6,72.1,12.47,0,2.0
2025-06-30 05:16:37,Line 1,MOTOR_002,63.9,64.1,79.8,10.63,0,1.47
2025-06-30 05:16:37,Line 1,PUMP_001,52.6,70.0,69.1,11.42,0,2.11
2025-06-30 05:16:37,Line 1,CONV_001,64.0,63.3,76.0,11.49,0,1.91
2025-06-30 05:16:37,Line 1,ROBOT_001,70.5,70.7,74.6,11.2,0,3.39
2025-06-30 05:16:37,Line 2,PUMP_002,56.4,64.3,73.1,11.24,0,1.89
2025-06-30 05:16:37,Line 2,CONV_002,59.7,76.2,83.7,11.38,0,2.33
2025-06-30 05:16:37,Line 2,ROBOT_002,56.8,65.3,74.4,10.59,0,3.06
2025-06-30 05:31:37,Line 1,MOTOR_001,83.7,50.1,67.8,10.84,0,2.77
2025-06-30 05:31:37,Line 1,MOTOR_002,70.2,51.3,61.4,9.77,0,3.7
2025-06-30 05:31:37,Line 1,PUMP_001,60.2,45.4,62.2,10.3,0,3.92
2025-06-30 05:31:37,Line 1,CONV_001,66.5,49.5,71.6,10.87,0,2.11
2025-06-30 05:31:37,Line 1,ROBOT_001,73.9,42.6,66.1,10.9,0,2.64
2025-06-30 05:31:37,Line 2,PUMP_002,56.1,40.7,75.5,9.12,0,2.7
2025-06-30 05:31:37,Line 2,CONV_002,71.8,38.2,82.5,8.73,0,1.41
2025-06-30 05:31:37,Line 2,ROBOT_002,67.9,37.3,68.9,9.78,0,3.69
2025-06-30 05:46:37,Line 1,MOTOR_001,74.7,45.1,61.1,9.92,0,3.37
2025-06-30 05:46:37,Line 1,MOTOR_002,69.0,47.7,62.8,9.9,0,3.31
2025-06-30 05:46:37,Line 1,PUMP_001,71.8,52.0,69.8,10.69,0,2.76
2025-06-30 05:46:37,Line 1,CONV_001,53.5,48.9,62.8,11.14,0,3.65
2025-06-30 05:46:37,Line 1,ROBOT_001,59.4,38.0,72.5,9.62,0,2.57
2025-06-30 05:46:37,Line 2,PUMP_002,67.8,54.1,66.0,9.26,0,2.4
2025-06-30 05:46:37,Line 2,CONV_002,80.9,67.7,66.0,10.26,0,2.42
2025-06-30 05:46:37,Line 2,ROBOT_002,87.0,53.8,63.8,11.07,0.2,2.68
2025-06-30 06:01:37,Line 1,MOTOR_001,62.1,89.4,86.5,13.28,0,1.41
2025-06-30 06:01:37,Line 1,MOTOR_002,63.7,92.5,80.0,12.93,0,2.46
2025-06-30 06:01:37,Line 1,PUMP_001,41.9,76.5,92.3,11.63,0,0.35
2025-06-30 06:01:37,Line 1,CONV_001,49.9,68.4,84.6,11.21,0,2.48
2025-06-30 06:01:37,Line 1,ROBOT_001,51.2,72.3,89.0,10.86,0,1.4
2025-06-30 06:01:37,Line 2,PUMP_002,55.2,71.9,80.5,11.41,0,2.53
2025-06-30 06:01:37,Line 2,CONV_002,56.0,97.6,84.9,13.14,0,2.21
2025-06-30 06:01:37,Line 2,ROBOT_002,51.6,72.1,88.3,10.93,0.2,0.36
2025-06-30 06:16:37,Line 1,MOTOR_001,56.4,73.7,83.5,11.66,0,1.88
2025-06-30 06:16:37,Line 1,MOTOR_002,47.8,86.7,90.8,12.18,0,0.95
2025-06-30 06:16:37,Line 1,PUMP_001,55.0,88.3,90.0,13.0,0,1.22
2025-06-30 06:16:37,Line 1,CONV_001,53.3,72.5,90.9,12.27,0,1.53
2025-06-30 06:16:37,Line 1,ROBOT_001,59.7,82.6,81.9,11.57,0,2.22
2025-06-30 06:16:37,Line 2,PUMP_002,47.5,141.5,89.5,13.84,0,0.77
2025-06-30 06:16:37,Line 2,CONV_002,51.0,140.2,95.9,14.68,0,0
2025-06-30 06:16:37,Line 2,ROBOT_002,59.7,123.0,96.5,13.85,0,1.23
2025-06-30 06:31:37,Line 1,MOTOR_001,44.8,74.7,77.1,12.4,0,3.11
2025-06-30 06:31:37,Line 1,MOTOR_002,48.0,109.6,81.1,13.12,0,1.56
2025-06-30 06:31:37,Line 1,PUMP_001,54.3,94.4,89.7,13.24,0,1.39
2025-06-30 06:31:37,Line 1,CONV_001,43.4,110.5,85.1,14.25,0,0.96
2025-06-30 06:31:37,Line 1,ROBOT_001,47.6,90.2,78.6,12.5,0,1.2
2025-06-30 06:31:37,Line 2,PUMP_002,39.8,88.5,86.7,12.54,0,0.44
2025-06-30 06:31:37,Line 2,CONV_002,51.1,92.6,93.3,12.61,0,0.51
2025-06-30 06:31:37,Line 2,ROBOT_002,44.9,89.8,82.4,11.41,0,1.96
2025-06-30 06:46:37,Line 1,MOTOR_001,50.6,71.3,84.3,12.33,0.4,1.41
2025-06-30 06:46:37,Line 1,MOTOR_002,63.0,86.2,87.9,11.34,0,2.18
2025-06-30 06:46:37,Line 1,PUMP_001,41.4,82.1,83.4,12.6,0,0.73
2025-06-30 06:46:37,Line 1,CONV_001,59.4,90.9,79.0,11.88,0,2.08
2025-06-30 06:46:37,Line 1,ROBOT_001,61.6,87.8,83.4,12.34,0,1.35
